# Each line has information on a detected BGP prefix hijacking
# Format: Comma-separated columns
# Column 1: AS responsible for the hijacking
# Column 2: AS victim of the hijacking
# Column 3: Hijacking start date and time
# Column 4: Hijacking end date and time
# Missing end time indicates that the hijack has persisted
138043,133443,19/09/18 06:39,03/10/18 04:35
30630,3549,19/09/18 04:59,19/09/18 05:09
14014,209,18/09/18 19:00,18/09/18 19:15
4812,265721,18/09/18 18:28,18/09/18 20:25
22723,2647,10/05/18 01:11,23/05/18 09:19
37963,8100,18/09/18 12:50,18/09/18 16:19
265440,263314,10/05/18 01:25,23/05/18 09:18
265440,263314,10/05/18 01:25,23/05/18 09:18
28110,54044,10/05/18 03:13,23/05/18 09:03
131577,9394,10/05/18 03:18,10/05/18 03:20
199391,9116,18/09/18 09:07,18/09/18 09:19
132707,45178,18/09/18 06:08,01/10/18 21:29
132707,45178,18/09/18 06:08,02/10/18 04:03
33480,132770,18/09/18 04:57,18/09/18 04:58
3356,266069,18/09/18 03:33,18/09/18 03:33
134939,58678,10/05/18 07:45,23/05/18 09:19
206499,12824,10/05/18 08:59,23/05/18 00:34
206499,12824,10/05/18 08:59,23/05/18 00:34
27893,13489,17/09/18 21:10,21/09/18 12:40
137951,135330,17/09/18 18:23,18/09/18 16:44
32613,3910,17/09/18 17:45,17/09/18 18:24
204444,12824,10/05/18 10:06,20/05/18 18:58
50727,44963,10/05/18 10:17,10/05/18 11:03
50727,44963,10/05/18 10:17,10/05/18 11:03
32613,209,17/09/18 17:27,17/09/18 18:33
58010,3549,16/09/18 16:05,30/09/18 06:01
62383,35701,16/09/18 11:42,30/09/18 06:38
48878,59587,16/09/18 07:58,16/09/18 11:13
39662,55002,16/09/18 06:05,16/09/18 06:14
199081,36351,15/09/18 18:12,29/09/18 17:03
7377,199610,10/05/18 12:57,23/05/18 08:04
135327,133372,15/09/18 11:15,23/09/18 07:49
15600,15598,14/09/18 22:41,14/09/18 23:00
8339,15598,14/09/18 22:28,14/09/18 22:29
19963,198949,10/05/18 16:20,23/05/18 22:18
9009,36351,14/09/18 21:44,28/09/18 15:59
54543,62240,10/05/18 16:45,10/05/18 16:58
14979,7018,14/09/18 17:15,14/09/18 20:40
27947,5406,14/09/18 08:03,14/09/18 08:05
27947,5406,14/09/18 08:03,14/09/18 08:05
33532,200494,14/09/18 02:59,27/09/18 17:56
53723,200494,14/09/18 02:58,27/09/18 17:56
21983,200494,14/09/18 02:58,27/09/18 17:56
3549,27817,13/09/18 21:37,27/09/18 16:05
3549,262186,13/09/18 15:45,27/09/18 06:39
21928,262589,10/05/18 23:40,10/05/18 23:59
26415,396555,13/09/18 15:29,27/09/18 05:54
4808,50607,11/05/18 00:40,11/05/18 01:40
9143,2830,13/09/18 13:01,27/09/18 06:38
15557,198949,13/09/18 12:34,13/09/18 13:12
23243,132839,13/09/18 06:56,13/09/18 06:58
4768,4637,11/05/18 05:36,23/05/18 22:32
33480,63959,13/09/18 03:58,18/09/18 08:50
3741,32398,13/09/18 03:04,13/09/18 03:10
395926,63150,11/05/18 08:26,15/05/18 18:12
5650,24532,11/05/18 10:50,11/05/18 12:38
3741,32398,13/09/18 03:04,13/09/18 03:10
23108,200494,13/09/18 01:02,26/09/18 18:03
7158,200494,13/09/18 01:02,26/09/18 18:03
9002,5066,11/05/18 11:59,22/05/18 07:04
7158,200494,13/09/18 01:02,26/09/18 18:03
62703,200494,13/09/18 01:02,26/09/18 18:03
62703,200494,13/09/18 01:02,26/09/18 18:03
13557,200494,13/09/18 01:02,26/09/18 18:03
13557,200494,13/09/18 01:02,26/09/18 19:59
5784,200494,13/09/18 01:02,26/09/18 19:59
5784,200494,13/09/18 01:02,26/09/18 19:59
13537,200494,13/09/18 01:02,26/09/18 19:59
328159,30985,12/09/18 22:58,26/09/18 19:48
48529,209,12/09/18 18:39,
